SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
MIC, BE, 10-Jun-2019, 0.95, 0.95, 0.95, 0.90, 0.90, 0.90, 0.90, 214946, 1.94, 64, -, -
MIDHANI, EQ, 10-Jun-2019, 128.75, 130.90, 130.90, 124.60, 127.00, 127.20, 126.99, 54976, 69.82, 1522, 30799, 56.02
MIL, BE, 10-Jun-2019, 2.45, 2.55, 2.55, 2.55, 2.55, 2.55, 2.55, 856, 0.02, 14, -, -
MINDACORP, EQ, 10-Jun-2019, 116.70, 116.50, 119.70, 116.05, 118.20, 117.80, 117.94, 53770, 63.42, 854, 31318, 58.24
MINDAIND, EQ, 10-Jun-2019, 329.30, 330.00, 337.00, 328.80, 333.55, 334.15, 333.79, 199724, 666.65, 6862, 149193, 74.70
MINDTECK, EQ, 10-Jun-2019, 44.65, 46.40, 46.40, 43.25, 45.90, 45.20, 45.12, 11599, 5.23, 117, 8563, 73.83
MINDTREE, EQ, 10-Jun-2019, 969.55, 973.20, 980.00, 970.55, 977.00, 975.50, 976.58, 590097, 5762.76, 14841, 207802, 35.21
MIRCELECTR, EQ, 10-Jun-2019, 19.65, 19.95, 19.95, 18.55, 18.95, 18.85, 19.17, 75507, 14.48, 451, 49595, 65.68
MIRZAINT, EQ, 10-Jun-2019, 59.10, 59.00, 59.35, 55.60, 56.00, 56.30, 57.16, 181461, 103.72, 1813, 92371, 50.90
MITTAL, SM, 10-Jun-2019, 161.90, 166.20, 166.20, 166.00, 166.20, 166.10, 166.13, 7500, 12.46, 5, 1500, 20.00
MMFL, EQ, 10-Jun-2019, 535.30, 534.95, 535.00, 524.35, 530.00, 533.25, 527.40, 1263, 6.66, 116, 895, 70.86
MMTC, EQ, 10-Jun-2019, 25.50, 25.60, 25.70, 25.00, 25.30, 25.20, 25.30, 287685, 72.78, 1043, 115309, 40.08
MODIRUBBER, BE, 10-Jun-2019, 43.65, 42.00, 42.05, 42.00, 42.00, 42.00, 42.00, 210, 0.09, 4, -, -
MOHITIND, EQ, 10-Jun-2019, 6.90, 6.90, 7.45, 6.70, 7.10, 6.70, 6.91, 11252, 0.78, 43, 10005, 88.92
MOHOTAIND, EQ, 10-Jun-2019, 36.30, 37.70, 37.70, 34.50, 34.50, 34.50, 35.08, 2124, 0.75, 37, 1685, 79.33
MOIL, EQ, 10-Jun-2019, 151.75, 153.20, 154.05, 150.70, 151.05, 151.30, 152.02, 165652, 251.83, 3064, 85590, 51.67
MOLDTECH, EQ, 10-Jun-2019, 54.65, 54.70, 56.75, 54.00, 56.00, 54.40, 54.70, 12477, 6.83, 91, 10979, 87.99
MOLDTKPAC, EQ, 10-Jun-2019, 243.70, 246.80, 251.05, 240.00, 240.00, 241.00, 242.38, 15444, 37.43, 585, 10405, 67.37
MONSANTO, EQ, 10-Jun-2019, 2401.45, 2389.95, 2440.00, 2331.00, 2360.00, 2344.35, 2376.75, 6440, 153.06, 1489, 3814, 59.22
MONTECARLO, EQ, 10-Jun-2019, 309.75, 314.00, 319.10, 305.00, 311.25, 309.55, 309.03, 6093, 18.83, 324, 4155, 68.19
MORARJEE, EQ, 10-Jun-2019, 18.30, 17.65, 18.65, 17.10, 17.85, 17.45, 17.99, 1064, 0.19, 38, 896, 84.21
MOREPENLAB, EQ, 10-Jun-2019, 19.75, 19.85, 20.25, 19.15, 19.15, 19.25, 19.57, 325336, 63.66, 1152, 167821, 51.58
MOTHERSUMI, EQ, 10-Jun-2019, 114.55, 115.75, 120.00, 115.35, 119.15, 119.05, 118.62, 13373348, 15863.48, 68658, 3571810, 26.71
MOTILALOFS, EQ, 10-Jun-2019, 747.40, 748.15, 758.15, 726.65, 732.95, 731.40, 734.03, 36148, 265.34, 2562, 15778, 43.65
MOTOGENFIN, EQ, 10-Jun-2019, 38.00, 35.70, 40.00, 35.00, 38.00, 39.55, 38.77, 1892, 0.73, 38, 1130, 59.73
MPHASIS, EQ, 10-Jun-2019, 955.25, 962.40, 965.40, 951.50, 959.00, 962.70, 959.48, 126641, 1215.09, 17720, 86255, 68.11
MPSLTD, EQ, 10-Jun-2019, 546.45, 542.05, 549.45, 541.55, 545.00, 545.05, 545.50, 1478, 8.06, 131, 901, 60.96
MRF, EQ, 10-Jun-2019, 55597.50, 55949.00, 56000.00, 55100.00, 55576.00, 55594.55, 55541.08, 4118, 2287.18, 2333, 1199, 29.12
MRO-TEK, EQ, 10-Jun-2019, 29.15, 30.45, 30.45, 27.70, 30.25, 29.95, 29.01, 2051, 0.60, 32, 1496, 72.94
MRPL, EQ, 10-Jun-2019, 60.55, 60.50, 60.95, 58.20, 59.90, 59.45, 59.41, 1057914, 628.50, 4979, 302881, 28.63
MSPL, EQ, 10-Jun-2019, 8.80, 8.60, 8.75, 8.50, 8.50, 8.50, 8.51, 38615, 3.29, 50, 38121, 98.72
MSTCLTD, EQ, 10-Jun-2019, 96.65, 96.90, 97.35, 95.00, 95.00, 95.05, 95.99, 10618, 10.19, 453, 7639, 71.94
MTEDUCARE, EQ, 10-Jun-2019, 66.00, 66.25, 67.00, 65.55, 66.00, 66.70, 66.45, 238037, 158.17, 2033, 95210, 40.00
MTNL, EQ, 10-Jun-2019, 10.10, 10.10, 10.20, 9.40, 9.50, 9.45, 9.71, 2023281, 196.39, 2861, 1292840, 63.90
MUKANDENGG, EQ, 10-Jun-2019, 16.00, 15.80, 16.25, 14.35, 15.35, 15.05, 15.10, 809, 0.12, 65, 754, 93.20
MUKANDLTD, EQ, 10-Jun-2019, 54.20, 54.30, 54.80, 52.10, 52.85, 52.15, 54.01, 51460, 27.79, 693, 39005, 75.80
MUKANDLTD, P1, 10-Jun-2019, 6.20, 6.30, 6.30, 6.30, 6.30, 6.30, 6.30, 9, 0.00, 1, 9, 100.00
MUKTAARTS, EQ, 10-Jun-2019, 44.50, 44.00, 45.30, 44.00, 44.80, 44.45, 44.72, 7746, 3.46, 136, 3259, 42.07
MUNJALAU, EQ, 10-Jun-2019, 48.60, 48.60, 48.85, 47.50, 47.55, 47.75, 48.11, 23208, 11.17, 381, 17100, 73.68
MUNJALSHOW, EQ, 10-Jun-2019, 160.15, 160.25, 162.00, 155.00, 156.00, 157.55, 158.71, 5360, 8.51, 194, 4385, 81.81
MURUDCERA, EQ, 10-Jun-2019, 19.65, 19.75, 20.00, 19.00, 19.10, 19.20, 19.39, 13118, 2.54, 117, 8568, 65.31
MUTHOOTCAP, EQ, 10-Jun-2019, 748.40, 745.15, 746.35, 738.00, 742.05, 741.75, 742.50, 4027, 29.90, 303, 2455, 60.96
MUTHOOTFIN, EQ, 10-Jun-2019, 615.50, 616.00, 645.00, 616.00, 644.50, 641.70, 636.28, 1227154, 7808.15, 41863, 300575, 24.49
MVL, EQ, 10-Jun-2019, 0.20, 0.20, 0.25, 0.20, 0.20, 0.20, 0.20, 37609, 0.08, 27, 37548, 99.84
N100, EQ, 10-Jun-2019, 504.35, 524.90, 524.90, 504.35, 504.35, 507.20, 511.28, 3812, 19.49, 341, 2752, 72.19
NABARD, N2, 10-Jun-2019, 1121.00, 1122.02, 1130.05, 1122.00, 1130.05, 1130.05, 1122.05, 201, 2.26, 7, 201, 100.00
NACLIND, EQ, 10-Jun-2019, 31.85, 32.80, 32.80, 31.65, 31.95, 32.00, 32.02, 168619, 54.00, 225, 163464, 96.94
NAGAFERT, EQ, 10-Jun-2019, 6.10, 6.10, 6.30, 5.75, 5.80, 5.80, 5.99, 274923, 16.46, 509, 151813, 55.22
NAGAROIL, EQ, 10-Jun-2019, 0.30, 0.30, 0.30, 0.25, 0.30, 0.25, 0.28, 355494, 1.00, 127, 347744, 97.82
NAGREEKCAP, EQ, 10-Jun-2019, 11.05, 10.85, 11.40, 10.75, 11.40, 11.40, 10.92, 430, 0.05, 19, 215, 50.00
NAGREEKEXP, EQ, 10-Jun-2019, 20.90, 21.00, 21.10, 20.30, 20.30, 20.35, 20.52, 1871, 0.38, 33, 1648, 88.08
NAHARCAP, EQ, 10-Jun-2019, 91.35, 93.80, 93.80, 87.05, 87.15, 87.35, 89.47, 18726, 16.75, 233, 13656, 72.93
NAHARINDUS, EQ, 10-Jun-2019, 38.70, 38.70, 39.15, 37.65, 37.75, 37.75, 38.48, 5035, 1.94, 116, 3682, 73.13
NAHARPOLY, EQ, 10-Jun-2019, 37.35, 37.00, 39.20, 36.20, 36.20, 36.35, 36.49, 1472, 0.54, 18, 1414, 96.06
NAHARSPING, EQ, 10-Jun-2019, 76.80, 78.50, 78.65, 75.75, 76.95, 76.05, 76.48, 12332, 9.43, 223, 11422, 92.62
NANDANI, SM, 10-Jun-2019, 13.30, 12.65, 12.65, 12.65, 12.65, 12.65, 12.65, 5000, 0.63, 1, 5000, 100.00
NATCOPHARM, EQ, 10-Jun-2019, 544.15, 545.00, 548.00, 538.40, 547.00, 547.30, 544.41, 155321, 845.58, 6841, 74098, 47.71
NATHBIOGEN, EQ, 10-Jun-2019, 443.90, 451.60, 451.60, 433.10, 434.40, 435.10, 438.92, 27689, 121.53, 223, 14272, 51.54
NATIONALUM, EQ, 10-Jun-2019, 49.15, 49.25, 49.60, 48.35, 49.15, 49.20, 49.00, 5768022, 2826.44, 19362, 2507263, 43.47
NATNLSTEEL, EQ, 10-Jun-2019, 3.95, 4.00, 4.00, 3.45, 3.65, 3.85, 3.72, 33433, 1.24, 112, 20376, 60.95
NAUKRI, EQ, 10-Jun-2019, 2315.20, 2349.80, 2350.00, 2264.00, 2282.00, 2278.45, 2303.25, 183793, 4233.21, 18870, 60638, 32.99
NAVINFLUOR, EQ, 10-Jun-2019, 699.65, 695.00, 723.00, 695.00, 720.00, 717.70, 712.21, 24576, 175.03, 1735, 18053, 73.46
NAVKARCORP, EQ, 10-Jun-2019, 33.20, 33.55, 33.80, 30.50, 30.90, 30.95, 31.42, 235821, 74.09, 1607, 166578, 70.64
NAVNETEDUL, EQ, 10-Jun-2019, 110.55, 111.75, 112.80, 109.35, 109.75, 110.15, 111.30, 85905, 95.62, 2033, 49291, 57.38
NBCC, EQ, 10-Jun-2019, 60.95, 61.60, 61.95, 58.30, 58.80, 58.65, 59.65, 8157583, 4866.28, 17381, 1598759, 19.60
NBIFIN, EQ, 10-Jun-2019, 1384.85, 1345.00, 1384.85, 1345.00, 1381.00, 1369.00, 1371.54, 1370, 18.79, 123, 1004, 73.28
NBVENTURES, EQ, 10-Jun-2019, 91.90, 92.70, 95.50, 91.90, 95.50, 94.90, 94.27, 182412, 171.97, 1214, 130653, 71.63
NCC, EQ, 10-Jun-2019, 97.50, 98.50, 99.25, 95.75, 96.25, 96.65, 97.15, 7509158, 7295.31, 42406, 1430220, 19.05
NCLIND, EQ, 10-Jun-2019, 140.05, 142.00, 144.50, 137.10, 143.05, 142.90, 140.07, 101157, 141.69, 763, 86089, 85.10
NDGL, EQ, 10-Jun-2019, 767.15, 765.20, 765.20, 740.00, 765.20, 764.15, 756.77, 133, 1.01, 30, 51, 38.35
NDL, EQ, 10-Jun-2019, 43.45, 44.75, 44.75, 41.60, 42.50, 42.55, 42.56, 27528, 11.72, 518, 17771, 64.56
NDTV, EQ, 10-Jun-2019, 34.85, 34.70, 35.00, 34.50, 34.80, 34.75, 34.74, 15706, 5.46, 79, 8880, 56.54
NECCLTD, EQ, 10-Jun-2019, 7.90, 7.75, 8.10, 7.55, 7.70, 7.60, 7.70, 25939, 2.00, 79, 23557, 90.82
NECLIFE, EQ, 10-Jun-2019, 17.80, 17.80, 17.80, 17.00, 17.20, 17.25, 17.36, 49380, 8.57, 367, 39145, 79.27
NELCAST, EQ, 10-Jun-2019, 57.80, 57.55, 58.70, 55.10, 55.80, 55.55, 56.78, 52261, 29.68, 831, 37308, 71.39
NELCO, EQ, 10-Jun-2019, 294.10, 295.50, 301.55, 287.05, 292.30, 292.55, 294.13, 33889, 99.68, 1295, 12230, 36.09
NEOGEN, EQ, 10-Jun-2019, 306.40, 310.65, 310.70, 295.10, 298.50, 299.60, 301.58, 30781, 92.83, 783, 18797, 61.07
NESCO, EQ, 10-Jun-2019, 547.40, 547.05, 556.00, 530.45, 542.00, 542.30, 544.82, 34965, 190.49, 3199, 25748, 73.64
NESTLEIND, EQ, 10-Jun-2019, 11503.85, 11607.10, 11729.00, 11376.00, 11718.00, 11698.40, 11650.93, 48341, 5632.18, 13042, 29682, 61.40
NETWORK18, EQ, 10-Jun-2019, 30.20, 30.50, 30.50, 29.10, 29.45, 29.45, 29.49, 137153, 40.45, 895, 72808, 53.09
NEULANDLAB, EQ, 10-Jun-2019, 582.00, 590.00, 595.00, 575.00, 595.00, 592.25, 585.75, 10106, 59.20, 517, 6281, 62.15
NEWGEN, EQ, 10-Jun-2019, 309.70, 311.25, 312.95, 305.10, 307.00, 306.70, 308.23, 6379, 19.66, 483, 4441, 69.62
NEXTMEDIA, EQ, 10-Jun-2019, 15.70, 15.00, 15.95, 15.00, 15.80, 15.80, 15.61, 885, 0.14, 5, 490, 55.37
NFL, EQ, 10-Jun-2019, 39.20, 39.55, 39.95, 38.70, 38.85, 38.80, 39.16, 351694, 137.73, 1655, 168420, 47.89
NH, EQ, 10-Jun-2019, 225.30, 230.00, 230.00, 224.00, 225.00, 226.25, 225.70, 6393, 14.43, 598, 4127, 64.55
NHAI, N1, 10-Jun-2019, 1110.00, 1118.00, 1118.00, 1106.00, 1113.00, 1109.85, 1107.99, 8124, 90.01, 73, 6471, 79.65
NHAI, N2, 10-Jun-2019, 1209.10, 1208.00, 1208.95, 1205.00, 1205.70, 1207.23, 1207.26, 5003, 60.40, 29, 4420, 88.35
NHAI, N6, 10-Jun-2019, 1230.25, 1230.00, 1230.00, 1220.01, 1229.95, 1228.54, 1225.68, 861, 10.55, 20, 706, 82.00
NHAI, N8, 10-Jun-2019, 1070.14, 1084.00, 1084.00, 1065.00, 1070.01, 1070.01, 1072.09, 502, 5.38, 8, 452, 90.04
NHAI, N9, 10-Jun-2019, 1114.00, 1115.50, 1115.50, 1115.50, 1115.50, 1115.50, 1115.50, 2500, 27.89, 4, 2500, 100.00
NHAI, NA, 10-Jun-2019, 1126.94, 1128.85, 1129.00, 1126.90, 1126.90, 1127.03, 1127.19, 775, 8.74, 13, 520, 67.10
NHAI, NC, 10-Jun-2019, 1088.01, 1087.00, 1120.00, 1087.00, 1110.00, 1110.00, 1098.78, 606, 6.66, 14, 123, 20.30
NHBTF2014, N4, 10-Jun-2019, 5607.12, 5527.00, 5606.00, 5527.00, 5606.00, 5606.00, 5566.50, 90, 5.01, 3, 45, 50.00
NHBTF2014, N6, 10-Jun-2019, 6533.46, 6525.00, 6540.00, 6525.00, 6540.00, 6540.00, 6539.57, 35, 2.29, 5, 35, 100.00
NHPC, EQ, 10-Jun-2019, 25.00, 25.05, 25.05, 24.60, 24.75, 24.75, 24.81, 2342404, 581.09, 4996, 989640, 42.25
NHPC, N6, 10-Jun-2019, 1338.99, 1257.60, 1257.60, 1251.60, 1257.00, 1257.00, 1254.66, 76, 0.95, 8, 75, 98.68
NIACL, EQ, 10-Jun-2019, 162.45, 162.45, 162.95, 158.85, 160.20, 160.70, 160.41, 33636, 53.96, 1305, 20494, 60.93
NIBL, EQ, 10-Jun-2019, 18.75, 18.00, 19.40, 17.50, 18.05, 18.00, 18.18, 6017, 1.09, 56, 4009, 66.63
NIFTYBEES, EQ, 10-Jun-2019, 1248.92, 1253.00, 1259.19, 1249.43, 1256.00, 1256.74, 1253.72, 82980, 1040.34, 1779, 68380, 82.41
NIFTYEES, EQ, 10-Jun-2019, 14775.00, 14600.00, 15000.00, 14550.00, 14550.00, 14550.00, 14769.14, 6, 0.89, 6, 2, 33.33
NIITLTD, EQ, 10-Jun-2019, 106.75, 107.10, 107.80, 103.55, 104.00, 103.75, 104.99, 229342, 240.79, 2150, 124542, 54.30
NIITTECH, EQ, 10-Jun-2019, 1322.40, 1323.95, 1348.95, 1323.00, 1331.55, 1336.65, 1339.93, 793989, 10638.87, 28930, 325001, 40.93
NILAINFRA, EQ, 10-Jun-2019, 7.15, 7.25, 7.25, 7.05, 7.10, 7.10, 7.14, 98273, 7.01, 249, 47468, 48.30
NILASPACES, EQ, 10-Jun-2019, 1.75, 1.75, 1.75, 1.70, 1.70, 1.70, 1.70, 62056, 1.06, 44, 14556, 23.46
NILKAMAL, EQ, 10-Jun-2019, 1207.10, 1217.30, 1222.75, 1191.95, 1205.55, 1202.55, 1206.48, 11853, 143.00, 964, 7074, 59.68
NIPPOBATRY, EQ, 10-Jun-2019, 469.90, 471.65, 472.05, 451.00, 455.00, 454.80, 460.84, 3274, 15.09, 288, 2800, 85.52
NITCO, EQ, 10-Jun-2019, 38.20, 38.25, 39.10, 36.30, 37.00, 36.95, 37.32, 39873, 14.88, 508, 18635, 46.74
NITESHEST, EQ, 10-Jun-2019, 2.85, 2.85, 2.90, 2.75, 2.85, 2.85, 2.82, 59719, 1.68, 100, 38736, 64.86
NITINFIRE, EQ, 10-Jun-2019, 0.95, 0.95, 1.00, 0.90, 0.90, 0.90, 0.91, 97444, 0.89, 66, 66861, 68.61
NITINSPIN, EQ, 10-Jun-2019, 78.50, 79.25, 79.70, 75.60, 75.80, 76.15, 77.05, 22807, 17.57, 437, 14698, 64.45
NITIRAJ, SM, 10-Jun-2019, 77.00, 80.40, 83.70, 80.40, 83.50, 83.60, 82.57, 22800, 18.83, 18, 21600, 94.74
NKIND, EQ, 10-Jun-2019, 55.00, 57.00, 57.40, 49.50, 49.50, 49.50, 51.07, 45862, 23.42, 554, 18952, 41.32
NLCINDIA, EQ, 10-Jun-2019, 65.10, 65.45, 65.45, 64.90, 65.25, 65.05, 65.07, 133092, 86.60, 1208, 79530, 59.76
NMDC, EQ, 10-Jun-2019, 104.55, 105.00, 105.80, 103.05, 104.40, 104.25, 104.44, 2430534, 2538.35, 14958, 883672, 36.36
NOCIL, EQ, 10-Jun-2019, 129.00, 131.10, 131.65, 123.20, 125.75, 125.60, 126.41, 372075, 470.33, 7196, 167786, 45.09
NOIDATOLL, EQ, 10-Jun-2019, 4.25, 4.25, 4.55, 4.05, 4.30, 4.30, 4.35, 56792, 2.47, 146, 38592, 67.95
NRAIL, EQ, 10-Jun-2019, 252.25, 254.00, 260.00, 231.55, 241.40, 236.65, 245.66, 29374, 72.16, 984, 20958, 71.35
NRBBEARING, EQ, 10-Jun-2019, 170.00, 168.15, 170.80, 166.50, 167.55, 167.50, 167.97, 21663, 36.39, 764, 13046, 60.22
NSIL, EQ, 10-Jun-2019, 1072.50, 1094.00, 1094.00, 1060.00, 1070.00, 1066.15, 1069.26, 167, 1.79, 36, 80, 47.90
NTPC, EQ, 10-Jun-2019, 135.15, 135.20, 137.10, 134.35, 135.00, 135.00, 135.56, 7295669, 9889.79, 30862, 4587126, 62.87
NTPC, N4, 10-Jun-2019, 1180.00, 1180.50, 1182.00, 1175.00, 1175.00, 1175.00, 1178.03, 128, 1.51, 7, 128, 100.00
NTPC, N6, 10-Jun-2019, 1299.99, 1290.00, 1300.00, 1290.00, 1295.00, 1295.00, 1298.67, 208, 2.70, 8, 188, 90.38
NTPC, N7, 10-Jun-2019, 12.81, 12.75, 12.91, 12.75, 12.87, 12.87, 12.86, 33294, 4.28, 105, 31089, 93.38
NTPC, NB, 10-Jun-2019, 1083.50, 1090.00, 1090.00, 1090.00, 1090.00, 1090.00, 1090.00, 4, 0.04, 1, 4, 100.00
NUCLEUS, EQ, 10-Jun-2019, 345.15, 362.00, 362.00, 345.70, 348.55, 349.45, 350.47, 5669, 19.87, 290, 3451, 60.87
NUTEK, BZ, 10-Jun-2019, 0.25, 0.25, 0.30, 0.20, 0.30, 0.30, 0.30, 485255, 1.45, 72, -, -
OBEROIRLTY, EQ, 10-Jun-2019, 535.15, 537.15, 545.00, 532.95, 544.80, 543.70, 540.40, 107292, 579.80, 5119, 33714, 31.42
OCCL, EQ, 10-Jun-2019, 1158.50, 1155.65, 1162.45, 1145.45, 1154.00, 1151.70, 1153.51, 2044, 23.58, 199, 1469, 71.87
OFSS, EQ, 10-Jun-2019, 3282.60, 3290.00, 3320.00, 3279.90, 3307.00, 3304.35, 3303.63, 19586, 647.05, 3230, 10781, 55.04
OIL, EQ, 10-Jun-2019, 180.00, 179.60, 182.45, 179.00, 180.55, 180.35, 180.72, 1339945, 2421.50, 21242, 802869, 59.92
OILCOUNTUB, EQ, 10-Jun-2019, 11.25, 11.80, 12.50, 11.05, 11.20, 11.30, 11.56, 208303, 24.08, 926, 72342, 34.73
OISL, BE, 10-Jun-2019, 5.50, 5.75, 5.75, 5.30, 5.30, 5.30, 5.49, 106350, 5.84, 33, -, -
OLECTRA, EQ, 10-Jun-2019, 211.85, 210.00, 210.00, 202.55, 206.90, 205.55, 206.84, 43946, 90.90, 977, 30269, 68.88
OMAXAUTO, EQ, 10-Jun-2019, 57.30, 57.35, 58.95, 57.10, 57.95, 57.75, 57.92, 5932, 3.44, 116, 4678, 78.86
OMAXE, EQ, 10-Jun-2019, 202.00, 203.40, 203.40, 200.45, 203.00, 201.75, 201.94, 343776, 694.23, 5230, 69557, 20.23
OMKARCHEM, EQ, 10-Jun-2019, 11.65, 11.70, 12.70, 10.50, 10.50, 10.50, 10.66, 80088, 8.54, 206, 67682, 84.51
OMMETALS, EQ, 10-Jun-2019, 27.05, 27.30, 27.90, 26.90, 27.35, 27.00, 27.18, 25249, 6.86, 112, 22670, 89.79
ONELIFECAP, EQ, 10-Jun-2019, 9.95, 9.95, 9.95, 9.50, 9.95, 9.95, 9.85, 2636, 0.26, 17, 2466, 93.55
ONEPOINT, EQ, 10-Jun-2019, 33.15, 32.25, 34.75, 31.20, 32.50, 33.15, 33.20, 48705, 16.17, 89, 31035, 63.72
ONGC, EQ, 10-Jun-2019, 167.50, 168.10, 169.00, 163.20, 165.00, 164.65, 166.17, 10866149, 18055.92, 63066, 6953504, 63.99
ONMOBILE, EQ, 10-Jun-2019, 34.80, 34.80, 36.00, 34.05, 34.15, 34.15, 34.66, 40729, 14.12, 337, 23969, 58.85
ONWARDTEC, EQ, 10-Jun-2019, 66.20, 65.90, 69.00, 63.90, 66.95, 66.20, 65.93, 9637, 6.35, 215, 7157, 74.27
OPTIEMUS, EQ, 10-Jun-2019, 75.20, 60.20, 70.70, 60.20, 64.70, 64.20, 63.02, 305107, 192.28, 2453, 118635, 38.88
OPTOCIRCUI, EQ, 10-Jun-2019, 6.05, 6.05, 6.20, 5.80, 5.90, 5.85, 5.92, 649104, 38.44, 858, 419919, 64.69
ORBTEXP, EQ, 10-Jun-2019, 115.00, 116.20, 117.00, 115.00, 115.50, 115.50, 116.20, 7192, 8.36, 103, 5761, 80.10
ORCHIDPHAR, BZ, 10-Jun-2019, 5.55, 5.80, 5.80, 5.80, 5.80, 5.80, 5.80, 40350, 2.34, 75, -, -
ORICONENT, EQ, 10-Jun-2019, 23.85, 23.90, 24.30, 22.50, 22.90, 22.90, 23.18, 48721, 11.29, 218, 43262, 88.80
ORIENTABRA, EQ, 10-Jun-2019, 22.10, 22.45, 22.95, 21.45, 22.00, 22.00, 22.04, 9259, 2.04, 96, 6789, 73.32
ORIENTALTL, EQ, 10-Jun-2019, 11.50, 11.55, 11.95, 11.50, 11.75, 11.70, 11.67, 146139, 17.05, 151, 77066, 52.73
ORIENTBANK, EQ, 10-Jun-2019, 91.40, 92.50, 94.40, 89.75, 90.40, 90.80, 91.70, 4961616, 4549.63, 18321, 673611, 13.58
ORIENTBELL, EQ, 10-Jun-2019, 145.30, 148.80, 148.80, 140.20, 141.55, 141.30, 141.74, 8841, 12.53, 316, 4901, 55.43
ORIENTCEM, EQ, 10-Jun-2019, 116.05, 117.00, 117.75, 108.55, 109.40, 109.90, 112.41, 180478, 202.88, 3437, 105503, 58.46
ORIENTELEC, EQ, 10-Jun-2019, 165.50, 166.70, 167.75, 163.25, 164.00, 164.00, 164.64, 28512, 46.94, 898, 21065, 73.88
ORIENTHOT, EQ, 10-Jun-2019, 42.10, 42.05, 42.90, 41.05, 42.05, 42.00, 41.75, 6033, 2.52, 98, 4576, 75.85
ORIENTLTD, EQ, 10-Jun-2019, 163.45, 172.00, 174.00, 159.00, 170.55, 166.35, 164.79, 275, 0.45, 14, 222, 80.73
ORIENTPPR, EQ, 10-Jun-2019, 31.00, 31.00, 31.40, 30.05, 30.40, 30.30, 30.58, 251447, 76.90, 1471, 169844, 67.55
ORIENTREF, EQ, 10-Jun-2019, 230.10, 230.15, 230.15, 222.85, 225.00, 224.95, 225.19, 21244, 47.84, 783, 13585, 63.95
ORISSAMINE, EQ, 10-Jun-2019, 776.85, 784.00, 792.00, 765.10, 767.00, 772.20, 775.22, 2647, 20.52, 396, 1402, 52.97
ORTEL, BE, 10-Jun-2019, 2.35, 2.35, 2.35, 2.35, 2.35, 2.35, 2.35, 1059, 0.02, 4, -, -
ORTINLABSS, EQ, 10-Jun-2019, 13.90, 14.65, 15.25, 13.70, 15.25, 15.25, 15.10, 33725, 5.09, 101, 26771, 79.38
OSIAHYPER, SM, 10-Jun-2019, 293.00, 285.00, 285.00, 284.00, 284.00, 284.00, 284.50, 800, 2.28, 2, 800, 100.00
OSWALAGRO, EQ, 10-Jun-2019, 7.35, 7.70, 8.00, 7.10, 7.25, 7.15, 7.31, 13569, 0.99, 164, 7247, 53.41
OSWALSEEDS, SM, 10-Jun-2019, 25.10, 26.00, 26.00, 26.00, 26.00, 26.00, 26.00, 4000, 1.04, 1, 4000, 100.00
PAGEIND, EQ, 10-Jun-2019, 19961.45, 20178.85, 20282.70, 20007.00, 20160.10, 20167.00, 20177.95, 37907, 7648.85, 9653, 18396, 48.53
PAISALO, EQ, 10-Jun-2019, 376.50, 382.75, 382.75, 372.00, 372.00, 372.30, 378.15, 2746, 10.38, 83, 2624, 95.56
PALASHSECU, EQ, 10-Jun-2019, 42.15, 43.70, 43.70, 40.55, 42.95, 42.35, 42.37, 893, 0.38, 16, 793, 88.80
PALREDTEC, EQ, 10-Jun-2019, 32.50, 32.35, 32.35, 30.90, 30.90, 30.90, 31.37, 6059, 1.90, 51, 5828, 96.19
PANACEABIO, EQ, 10-Jun-2019, 175.85, 177.10, 177.55, 162.50, 164.00, 165.05, 169.46, 29235, 49.54, 911, 18393, 62.91
PANACHE, SM, 10-Jun-2019, 89.50, 90.00, 90.00, 89.00, 89.00, 89.00, 89.50, 6400, 5.73, 3, 6400, 100.00
PANAMAPET, EQ, 10-Jun-2019, 104.95, 104.10, 109.90, 101.00, 101.15, 101.90, 102.24, 33408, 34.16, 390, 29312, 87.74
PAPERPROD, EQ, 10-Jun-2019, 257.10, 259.85, 269.40, 259.05, 262.00, 260.30, 262.07, 15349, 40.23, 366, 11387, 74.19
PAR, SM, 10-Jun-2019, 49.15, 48.30, 48.30, 48.30, 48.30, 48.30, 48.30, 2000, 0.97, 1, 2000, 100.00
PARABDRUGS, BE, 10-Jun-2019, 1.25, 1.25, 1.30, 1.20, 1.20, 1.20, 1.30, 10280, 0.13, 7, -, -
PARACABLES, EQ, 10-Jun-2019, 12.40, 12.60, 12.80, 12.35, 12.80, 12.60, 12.51, 31041, 3.88, 104, 18318, 59.01
PARAGMILK, EQ, 10-Jun-2019, 241.35, 242.05, 243.90, 239.90, 242.90, 241.20, 241.36, 71463, 172.48, 5082, 40393, 56.52
PARIN, SM, 10-Jun-2019, 63.00, 66.00, 66.50, 64.00, 64.00, 64.00, 64.50, 18000, 11.61, 4, 18000, 100.00
PARSVNATH, EQ, 10-Jun-2019, 4.05, 4.00, 4.20, 3.80, 3.80, 3.80, 3.91, 60892, 2.38, 392, 49276, 80.92
